location,gender,category,target,time,day,date,year_month,like,after,comment_text
Others,male,MA,G,12,Saturday,2020/4/25,2020/04,0,""" 。 权益 过程 中 不乏 病态心理 咬文嚼字 挑出 女性 劣势 矫枉过正 ， 女权 。 在家 侮辱 女性 自豪 地发 网络 男权 ， 二者 异性 矛盾加深 原因 。 ","对的。但争取权益的过程中不乏一些病态心理咬文嚼字地挑出女性的劣势甚至矫枉过正，这种就是极端女权。在家侮辱女性而且很自豪地发在网络上的就是极端男权的一种，二者都是促进异性之间矛盾加深的原因。,那你可不可以理解成女权本身就极端，所以永远摘不下极端这两个字,从来没有剥夺过女人自由言论的权利吧。。你口嗨就给你挂极端女权的帽子，女权也给男人戴男权的帽子，哪里不平衡了吗,我认为你所谓的口嗨就是极端,你认为是口嗨，我认为这是脑残，这就是男女的区别，不明白？男人在网络冲浪，就不能口嗨？说哈都是男权？,男人害人多，男人更残忍，然后呢，你想要什么答案？,问题是谁说过男的做哪些事不算极端了？我在跟你解释问题，你在跟我抬杠？,杀十个人是死刑，杀一百人也是死刑，有区别吗？不都是畜牲？,我没有批判吗？游戏里遇到攻击妹子的，我也帮人家说话。问题是你在问什么是极端女权，我给你解释一下，你没问我什么是极端男权,比例男的害男的多，还是女的害女的多？你为什么总是把女人代入受害的一方而不是施暴的一方,你为什么要拿女的说的跟男人做的比，而不是女人说的跟男人说的比？因为女人比男人弱势？还是因为女人没有自信啊？,我已经举过例子了，女男平等,如果你把极端女权它们在用生命去追求的可笑权益当成一种口嗨，那你其实比极端女权更极端,强尼德普被老婆家暴这种事情还少吗？如果你让我举女人做的事比男人过分的，那还少吗。这还需要举例？,那你的意思就是女人在网络上说什么都值得被原谅因为他们没有做出来，因为他们比监狱里关的qj犯杀人犯善良，在你拿守法公民跟罪犯放在一个阶层讨论的时候你的逻辑已经混乱了。"
Others,female,MA,I,12,Saturday,2020/4/25,2020/04,0,""" 回复 @ Mehrunes · Dagon : 话 公平 公正 ， ","回复@Mehrunes·Dagon:你这个话就很公平公正了，是这样,回复@Mehrunes·Dagon:不能，因为男女地位不平等，争取权益必然带来纷争，女性失去的话部分在男性手里，争取就是从男性手里拿走，有争端是必然的,回复@Mehrunes·Dagon:没有，但是你这个话，男权不加极端前缀，仿佛在告诉我男权本身就极端，不需要加了,回复@Mehrunes·Dagon:所以各自口嗨好像打平了，男的可以，女的当然也可以，男的可以过分的说话，女的当然也可以,回复@Mehrunes·Dagon:那没事了呀，既然你承认这点就好了，我认为这样才是极端,回复@Mehrunes·Dagon:我知道啊，你的意思就是说的这种类型的话就是极端啊，我跟你说我认为不极端啊，所以我是在纠正这种说法,回复@Mehrunes·Dagon:……我没问刑法区别，我只问男人害女人多还是女人害男人多，严重程度你也要提的话，那顺便问问请问男人手段更残忍，还是女人手段更残忍,回复@Mehrunes·Dagon:这种简单局面简单事情就不要拿来举例了，我只问，如果女的说这种话算极端，那那些男的说的做的算不算极端,回复@Mehrunes·Dagon:我的意思就是，这种话对我来说根本不极端，我认为做的表现形式更强，如果做的不算，那说的也不算,回复@Mehrunes·Dagon:因为你刚刚说，女的害男的也很多啊？所以我才问你谁更多呀？,回复@Mehrunes·Dagon:你直接回答问题就好了，我就这几个疑问,回复@Mehrunes·Dagon:就这么说吧，你告诉我男的言行跟女的言行，言语➕ 行动好吧，哪方更过分好了,回复@Mehrunes·Dagon:如果你批判极端女权，那我觉得男权你也应该批判才对，因为男权更过分呀？,回复@Mehrunes·Dagon:女的害男的肯定有啊！我没说没有，比例男的害女的多，还是女的害男的多,回复@Mehrunes·Dagon:什么权益可笑，你告诉我一下吧,回复@Mehrunes·Dagon:但是那些极端女权说的话就你举例的这种话比较少，大多数都是各种说各种数据，我没有跟你谈逻辑，我只问一个为什么极端，为什么说的比做的极端，你要是觉得说的比做的极端那你跟我说什么呢？我的想法是如果女的只是靠言语争取她想要的，那不极端,回复@Mehrunes·Dagon:如果你能告诉我女的做了具体的事情什么比男的过分，那可以说极端了，如果仅仅说的话，男的说的话我觉得就不需要举例了吧,回复@Mehrunes·Dagon:这种话对我来说就跟口嗨没什么区别……男的diss女生比例更高，男的口嗨的更多说的话更恶心更下流更无逻辑的比比皆是，我的想法是男的比，比男的过分吗？如果没有，那我觉得不极端，说跟做不是一个层面"
Others,female,SCB,I,12,Saturday,2020/4/25,2020/04,0,""" 男人 ， 冠姓 权 ， 爱 没冠姓 权 ","所以对那个男人来说，冠姓权更重要，爱没冠姓权重要,是的，这种热度起来也是好事，说明思考的人越来越多了"
Others,male,MA,I,13,Saturday,2020/4/25,2020/04,0,姐妹 狗 粉丝 评论 ， 想 女孩子 真 可爱 ,看了那么多姐妹和狗粉丝的评论对比，我只想说女孩子真可爱啊
Others,female,MA,I,13,Saturday,2020/4/25,2020/04,0,男性 站 受害者 角度看 ， 当成 受害者 。 弱者 保护 想着 强者 吃亏 ,正常男性应该站在受害者的角度看问题，而不是把自己当成受害者。弱者还没保护好就想着强者可能会吃亏
Fujian,female,MA,I,13,Saturday,2020/4/25,2020/04,3,男生 网络 发声 太少 ， 男 蛆 代表 😂 自信 点 ， 大胆 想法 ， 夸 比骂 （ 想 退 退 ,就是你这样的普通男生在网络上发声太少了，才被男蛆代表了啊😂自信点，大胆的把自己的想法说出来，夸你的肯定比骂你的多（当然你想退就退
Shanghai,female,MA,G,14,Saturday,2020/4/25,2020/04,0,""" 想 ， … … 真 冲突 ， 评论 ？ 女性 抗争 时 闭嘴 — — “ 自称 维护 女性 权益 ” 底线 建议 ","我让你想清楚，你显然还没有……如果你真觉得我们不冲突，你来我这评论什么呢？当女性抗争时闭嘴——就是我对你这种“自称维护女性权益”的人最底线的建议了,你看，对你来说遭受“地图炮”，比看到女性被恶意对待的新闻生气多了……,有功夫去关心关心鲍毓明案子，了解了解N号房吧，别把精力花在搜我们这些无伤大雅的言论上"
Oversea,male,MA,I,14,Saturday,2020/4/25,2020/04,0,梦蒙 女权 做 女权 生意 ,梦蒙就算是女权也只是在做女权生意而已
Heilongjiang,female,MA,G,14,Saturday,2020/4/25,2020/04,0,这群 男 真 搞笑 ， 二个 性别 改成 女 ， 不想 做 男 泰国 割 ,你们这群男的真搞笑，一个二个把性别改成女，不想做男的去泰国割了
Sichuan,male,MA,G,16,Saturday,2020/4/25,2020/04,2,网上 重 👊 🏻 出击 。 口 嗨 年代 ， 人有 勇气 zf 门口 举着 横幅 抗议 组织 游行 。 工资 高 微博 大展宏图 。 ,网上重👊🏻出击呗。口嗨年代看看就好，你以为这些人有勇气去zf门口举着横幅抗议吗或者组织个游行啥的。工资又不高也只能微博大展宏图了。
Fujian,male,MA,I,16,Saturday,2020/4/25,2020/04,0,""" 婚姻制度 男女 契约 ， 一场 所有权 变更 ","婚姻制度应该是男女的契约，而不是一场所有权的变更,越没本事的男人越觉得自己是一家之主。"
Tianjin,male,MA,G,17,Saturday,2020/4/25,2020/04,0,？ 象征 质疑 反对   代表 排斥 新 时代 女权   固守 封建 父权 主义   依然 不放过 女性 压迫   ！ 代表 男性 生殖器 （ 洋人 坚挺 粗长 ）     ？ 代表 屌 子 蝈蝻 劣质 金针菇 基因   3 ？ 意味着 想群 J   恶臭   日常 恐男   女性 站 ,？象征质疑和反对 代表你排斥新时代女权 固守封建父权主义 依然不放过对女性的压迫 而且！代表男性生殖器（洋人坚挺粗长）  而？代表着屌子蝈蝻劣质的金针菇基因 而3个？意味着你们想群J我 真的恶臭 日常恐男 女性什么时候能站起来
Sichuan,male,SCB,G,18,Saturday,2020/4/25,2020/04,0,""" 连笑 骂 猥琐男   笑 死   张嘴 ","连笑都被骂猥琐男 我笑死了 张嘴就来,我也不关注什么带带大师兄 但是柯洁那条评论 一般人看得出来是反讽吧"
Others,female,MA,G,19,Saturday,2020/4/25,2020/04,0,""" ~ 当初 万转 微博 妈妈 离婚 冠姓权 太 诧异 妈妈 ， 选择 ， 想要 应得 权益 ","是~所以当初那个万转微博妈妈离婚争取冠姓权这个我太诧异大家居然觉得妈妈不对，这是个人选择，争取自己想要的应得的权益罢了,我是因为看到首页有妹子在讨论，说极端女权不可取什么什么的，给粉丝洗脑，粉丝给当圣经膜拜，但是我真没觉得极端，所以才觉得太苛刻了，个人感受说那几句话有什么过分的，还不是主要骂的男人"
Others,female,SCB,G,19,Saturday,2020/4/25,2020/04,5,""" 想 看清 男权 圈套 ","其实想看清男权圈套很容易,看他们所提倡的是否会通过转移你注意力的方式,从而削弱你在社会层面挣取经济和社会地位的能力就一目了然了,但凡想用牌坊套女性的都是想打击,白嫖,拜金女则是男性白嫖失败的产物.还有推荐各位去阅读恩格斯的《家庭，私有制和国家的起源》彻底认识社会运转机制守住自己劳动价值"
Guangdong,male,MA,G,22,Saturday,2020/4/25,2020/04,1,激进 女权 扬言 杀光 国男 女性 站 谴责 ， 男人 沉默 原因 ， 支持 相当于 支持 革掉 命 ， 想要 自取灭亡 。 。 。 ,激进女权扬言要杀光国男的时候也没有女性要站出来谴责，或许这就是男人沉默的原因吧，现在支持你们相当于支持革掉自己的命，谁会想要自取灭亡。。。
Others,male,MA,I,23,Saturday,2020/4/25,2020/04,0,""" 微博 女权 发言 入目 ， 就准 骂人 ， 不准 还手 ","微博女权的发言就能入目了吗，就准你们骂人，不准别人还手,我尊敬为女性发声的，为平等做出努力的女性，但是把柯洁网暴上热搜的人中有多少是真正为女性发过声，做过事的人"
Oversea,male,MA,I,23,Saturday,2020/4/25,2020/04,8,女权主义 理会 男性 看法 ！ ,女权主义不需要理会任何男性的看法！
Beijing,female,MA,I,23,Saturday,2020/4/25,2020/04,0,""" 螺旋式 两方 激进 群体 对立 ， 两边 错 。 柯洁 ， 顶尖 棋手 ， 公众 影响力 号召力 普普通通 男 大学生 相比 。 本来 挺 欣赏 ， 做法 令人 失望 。 承认 两方 有错 柯洁 责任 矛盾 ， 公众 人物 激进 群体 ， 带动 舆论 越来越 激进 ","这是个螺旋式上升的两方激进群体对立，两边肯定都是有错的。但是柯洁，他作为顶尖的棋手，公众影响力和号召力肯定不能和普普通通男大学生相比吧。我本来挺欣赏他的，但是他的做法的确令人失望。承认两方有错和柯洁有责任不矛盾，而公众人物和激进群体也不一样，他这样带动起来的舆论只有越来越激进,那您这么说我就没办法了。这里是网暴素人的链接：http://t.cn/A6wgdRKU，他们已经缠着这姑娘五个月了，既然是从柯洁微博底下引流去骂她的，那就是他带动起来的影响力，你也不能一边地图炮女权一边撇清他们和柯洁的关系呀，这不是双标么,您不会不知道柯洁粉丝网暴一个普通人已经几个月了吧？还有昨天被他们扒出来的体重比较重的普通人女性，微博下面每一条评论都不堪入目，需要我给您提供链接吗？柯洁作为有影响力的公众人物，做出对围棋和棋手群体不利的事，我个人是比较失望的。"
Oversea,female,MA,I,23,Saturday,2020/4/25,2020/04,0,屁 ， 男人 提刀 砍 ,极端个屁啊，又没跟男人一样提刀砍人
Oversea,female,MA,G,0,Sunday,2020/4/26,2020/04,15,女权 污名 化 屌 子们 遏制 女权 手段 ， 千百年来 手段 花样 ， 荡妇 羞辱 思路 ， 不行 骂 性欲 女性 荡妇 ， 男 吃 性别 红利 骂 人权 女性 田园 女权 ,其实女权被污名化就是屌子们遏制女权的手段，千百年来都是同样的手段没啥花样，和荡妇羞辱一个思路，怕自己不行就骂有正常性欲的女性是荡妇，怕男的不再吃性别红利就骂要求正常人权的女性是田园女权
Fujian,female,SCB,G,0,Sunday,2020/4/26,2020/04,0,关键 男女 平权 女权 ， 男人 杀光 女权 ， 环境 ， 误伤 ,关键是现在要求男女平权的人说自己是女权，要把男人杀光的也说自己是女权，在这种环境下，会被误伤是必然的
Others,female,MA,I,1,Sunday,2020/4/26,2020/04,1,， 营销 号 洗脑 成 田园 男权 ,你啊，就是被这些营销号洗脑成了田园男权
Shanghai,female,MA,I,3,Sunday,2020/4/26,2020/04,114,白手起家 四十多岁 企业家 ， 20 岁 女 大学生 仙人跳 ， 智商 堪忧 ,一个白手起家的四十多岁的企业家，能被20岁的女大学生仙人跳，这个智商也是很堪忧
Oversea,male,MA,I,3,Sunday,2020/4/26,2020/04,4,社会 精英 智商 欠费 ， 男人 成功 门槛 低 ,这些所谓社会精英普遍智商欠费，可见对男人来说成功门槛有多低
Hunan,female,MA,G,4,Sunday,2020/4/26,2020/04,0,， 女人 男人 思想 本来 男权 产物 。 女拳 语录 “ 男人 压力 女人 房要 车要 彩礼 ” 反 女权 眼界 太小 。 女权 身为 男人 平等 出生 权 、 受 教育权 、 同工同酬 、 财产继承 、 育儿 权利 ， 女人 被迫 上门 媳妇 拘泥于 婚姻 里 男人 、 婆婆 斗智斗勇 ,对，这种女人必须依靠男人的思想本来就是男权产物。拿所谓女拳语录和“男人压力大女人要房要车要彩礼”来反女权的人眼界太小了。女权要的是身为人和男人一样平等的出生权、受教育权、同工同酬、财产继承、共同育儿等等权利，不是让女人什么都没有被迫当上门媳妇拘泥于婚姻里和男人、婆婆斗智斗勇
Others,male,SCB,G,8,Sunday,2020/4/26,2020/04,0,想想 男 样 奇怪 ， 女孩 高 ， 男 邋 邋遢 遢 幼稚 ,想想现在男的都啥样也就不奇怪了，周围女孩大多对自己要求很高，男的邋邋遢遢还幼稚得很
Others,female,SCB,G,8,Sunday,2020/4/26,2020/04,12,男人 四十多岁 孩子 ， 女 ， 几岁 小女孩 排除 想红 可能性 ,男人四十多岁都是个孩子，女的就不一样了，几岁的小女孩都不排除想红的可能性呢
Others,female,MA,I,11,Sunday,2020/4/26,2020/04,0,""" 事实 起因 ， ？ 尊重 女性 先 简介 删 ","我让你给我说事实的起因经过，你说这些有的没的？你尊重女性先把简介删了,还有你不是狗粉丝那是我判断失误我道歉，不过后面那句话我不撤回,觉得我被煽动你先反省下自己吧，毕竟你奚梦瑶那条还没有回复呢呜呜呜,不愧是狗粉丝，用了半辈子抽象字，看不懂别人说的话，说不出想要表达的意思,洁宝无脑啊，口中对抗极端女权，做的都是什么挑拨男女性别对立事情啊？棋士都这个逻辑思维了，何况狗粉丝呢,原来奚梦瑶买个热搜就是你们口中的田园女权的极端行为之一啊"
Others,female,SCB,I,12,Sunday,2020/4/26,2020/04,0,挺 ， 南拳 真 女权 白富 美 ？ 图里 “ 真 女权 ” 理想 中 形象 ？ 说服力 ,我觉得挺好啊，南拳不是说真女权都是白富美吗？这个图里的“真女权”不就是他们理想中的形象吗？更有说服力了
